,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
376,Juninho,110604,275,https://s.glbimg.com/es/sde/f/2020/11/13/bad72c6c05837e40c4d297eb099510c9_FORMATO.png,0,0.0,Adriano Reis Nantes Junior,0.0,4,1.0,37,{},juninho,6,0.0
377,Alan Empereur,88033,275,https://s.glbimg.com/es/sde/f/2020/11/09/0f9a49104e8f171fcf62eecc85255e66_FORMATO.png,6,2.8,Alan Pereira Empereur,0.0,3,5.34,37,"{'CA': 2, 'DS': 6, 'FC': 8, 'FS': 2, 'PI': 22, 'SG': 4}",alan-empereur,7,0.0
378,Hugo Quintana,105947,275,https://s.glbimg.com/es/sde/f/2020/11/13/dfc0e142e8ca35446d4734d550689686_FORMATO.png,0,0.0,Hugo Lorenzo Quintana Escobar,0.0,4,1.0,37,{},hugo-quintana,6,0.0
379,Realpe,106299,280,https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png,6,0.97,Leonardo Javier Realpe Monta§o,0.0,3,2.74,37,"{'CA': 1, 'DS': 9, 'FC': 1, 'FF': 1, 'FS': 1, 'PI': 20}",realpe,6,0.0
380,Paulo Mazoti,110602,277,https://s.glbimg.com/es/sde/f/2020/11/12/99598f4bfbc2ddb8a6e4a7774fa54fca_FORMATO.png,0,0.0,Paulo Mazoti Azevedo,0.0,1,1.0,37,{},paulo-mazoti,6,0.0
381,Cuello,98909,280,https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png,17,1.04,Tom†s Esteban Cuello,0.0,4,1.9,37,"{'CA': 4, 'DS': 18, 'FC': 20, 'FD': 8, 'FF': 8, 'FS': 11, 'FT': 1, 'PI': 67}",cuello,6,0.0
382,Ricardo Ryller,85856,280,https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png,28,1.97,Ricardo Ryller Ribeiro Lino Silva,1.3,4,4.34,37,"{'A': 1, 'CA': 9, 'DS': 62, 'FC': 67, 'FD': 6, 'FF': 16, 'FS': 26, 'G': 2, 'I': 1, 'PI': 92}",ricardo-ryller,2,0.08
383,Edimar,62024,280,https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png,28,1.98,Edimar Curitiba Fraga,0.0,2,3.52,37,"{'CA': 6, 'DS': 48, 'FC': 41, 'FD': 6, 'FF': 17, 'FS': 14, 'G': 1, 'I': 1, 'PI': 256, 'SG': 6}",edimar,7,0.0
384,Praxedes,107744,285,https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png,21,1.17,Bruno ConceiáÑo Praxedes,3.8,4,1.74,37,"{'CA': 4, 'DS': 36, 'FC': 42, 'FD': 2, 'FF': 11, 'FS': 19, 'G': 1, 'I': 1, 'PI': 104}",praxedes,7,0.68
385,Chico,99253,292,https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png,12,2.43,Francisco Alves da Silva Melo,-1.0,3,2.23,37,"{'CA': 1, 'DS': 18, 'FC': 6, 'FF': 1, 'FS': 2, 'PI': 57, 'SG': 4}",chico,6,-0.55
386,Luan CÉndido,100848,280,https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png,10,3.53,Luan CÉndido de Almeida,8.2,2,3.3,37,"{'CA': 3, 'DS': 15, 'FC': 18, 'FD': 2, 'FF': 6, 'FS': 5, 'G': 1, 'I': 1, 'PI': 69, 'SG': 5}",luan-candido,6,0.22
387,Weverton,104625,280,https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png,9,-0.16,Weverton Guilherme da Silva Souza,0.0,2,0.79,37,"{'DS': 4, 'FC': 5, 'FF': 1, 'FS': 1, 'PI': 42}",weverton,6,0.0
388,Mikael Doka,110606,277,,0,0.0,Antonio Mikael Rodrigues Brito,0.0,2,1.0,37,{},mikael-doka,6,0.0
389,Ramon,107224,275,https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png,0,0.0,Ramon Ricardo da Rocha,0.0,2,1.0,37,{},ramon,6,0.0
390,Vin°cius Balieiro,110605,277,https://s.glbimg.com/es/sde/f/2020/12/14/c894d17e830d2643cde89f86ad4858f0_FORMATO.png,9,2.05,Vin°cius Balieiro Lourenáo de Carvalho,5.4,4,4.77,37,"{'A': 1, 'CA': 1, 'DS': 18, 'FC': 12, 'FS': 9, 'PI': 11}",vinicius-balieiro,7,0.93
391,Robinho,110623,294,https://s.glbimg.com/es/sde/f/2020/11/16/40bab31e5f13f21221d786968d347c5f_FORMATO.png,0,0.0,JoÑo Vitor Moreira Dos Santos,0.0,5,1.0,37,{},robinho,6,0.0
392,Marquinhos,102292,292,https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png,30,2.94,Marcos Vin°cius Sousa Natividade,3.7,5,7.02,37,"{'A': 2, 'CA': 9, 'DS': 45, 'FC': 39, 'FD': 3, 'FF': 10, 'FS': 97, 'G': 3, 'PI': 136}",marquinhos,7,0.17
393,JoÑo Paulo,86770,356,https://s.glbimg.com/es/sde/f/2020/11/17/9fdf11f57baeb28d97181c41f210d7a5_FORMATO.png,7,0.08,JoÑo Paulo da Silva Alves,0.0,4,4.22,37,"{'CA': 1, 'DS': 5, 'FC': 8, 'FD': 1, 'FF': 2, 'FS': 3, 'PI': 27}",joao-paulo,6,0.0
394,Fagner,42500,264,https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png,24,3.62,Fagner Conserva Lemos,4.2,2,11.18,37,"{'A': 1, 'CA': 4, 'CV': 1, 'DS': 66, 'FC': 27, 'FD': 9, 'FF': 6, 'FS': 18, 'G': 1, 'I': 2, 'PI': 292, 'SG': 8}",fagner,5,0.78
395,LÇo Natel,98952,264,https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png,24,1.96,Leonardo Natel Vieira,-0.3,5,3.97,37,"{'A': 1, 'CA': 3, 'DS': 21, 'FC': 35, 'FD': 9, 'FF': 12, 'FS': 14, 'G': 4, 'I': 9, 'PI': 103}",leo-natel,7,-1.55
396,Miguel,105612,266,https://s.glbimg.com/es/sde/f/2020/08/11/d3bc0d5856387f3aab09b5c23bc2f805_FORMATO.png,4,0.43,Miguel Silveira dos Santos,0.0,4,1.75,37,"{'DS': 1, 'FC': 1, 'FF': 1, 'FS': 2, 'PI': 6}",miguel,6,0.0
397,Calebe,109461,282,https://s.glbimg.com/es/sde/f/2020/08/25/d52bc0bfbe4b0ae783710e64423e37ed_FORMATO.png,7,0.86,Calebe Gonáalves Ferreira da Silva,4.7,4,1.56,37,"{'DS': 4, 'FC': 6, 'FD': 1, 'FF': 4, 'FS': 3, 'PI': 9}",calebe,6,0.78
398,Vanderson,107750,284,https://s.glbimg.com/es/sde/f/2020/07/19/24a0d42c1091b86fce08bf917f0cb817_FORMATO.png,4,2.98,Vanderson de Oliveira Campos,0.0,2,2.18,37,"{'CA': 1, 'DS': 9, 'FC': 7, 'FF': 2, 'FS': 4, 'G': 1, 'PI': 32}",vanderson,7,0.0
399,Chico,82407,373,https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png,30,2.57,Francisco Hyun Sol Kim,0.0,5,4.8,37,"{'A': 4, 'CA': 3, 'DS': 31, 'FC': 36, 'FD': 13, 'FF': 16, 'FS': 52, 'FT': 2, 'G': 1, 'I': 1, 'PI': 178}",chico,7,0.0
400,Maxwell,107092,292,https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png,4,0.95,Maxwell Lima Santos Silva,0.0,5,2.1,37,"{'DS': 3, 'FC': 1, 'FF': 1, 'FS': 2, 'PI': 5}",maxwell,6,0.0
401,Gabriel Lacerda,108176,354,https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png,8,3.01,Gabriel Santos Cordeiro Lacerda,0.0,3,3.37,37,"{'A': 1, 'DS': 6, 'FC': 3, 'FD': 1, 'FS': 3, 'PI': 32, 'SG': 3}",gabriel-lacerda,7,0.0
402,Leandrinho,91702,280,https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png,11,0.78,Leandro Henrique do Nascimento,0.0,5,2.0,37,"{'DS': 4, 'FC': 2, 'FD': 1, 'FF': 3, 'FS': 7, 'PI': 15}",leandrinho,6,-0.33
403,Dalberto,97995,292,https://s.glbimg.com/es/sde/f/2020/11/20/22165cdbf4a8d2ab347cd89ef88552b4_FORMATO.png,13,2.53,Dalberto Luan Belo,3.6,5,4.53,37,"{'CA': 1, 'DS': 8, 'FC': 25, 'FD': 7, 'FF': 8, 'FS': 9, 'FT': 2, 'G': 3, 'I': 8, 'PI': 59}",dalberto,7,0.66
404,Paulinho B¢ia,100333,276,https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png,12,2.52,Paulo Henrique Pereira da Silva,0.0,5,4.15,37,"{'DS': 14, 'FC': 10, 'FD': 5, 'FF': 6, 'FS': 18, 'FT': 2, 'I': 4, 'PI': 26}",paulinho-boia,6,0.0
405,Caio,107745,285,https://s.glbimg.com/es/sde/f/2020/07/20/e986424fc26888b6bd9ec0673a9a6b5d_FORMATO.png,13,3.45,Caio Vidal Rocha,4.6,5,4.85,37,"{'CA': 3, 'DS': 9, 'FC': 15, 'FD': 4, 'FF': 9, 'FS': 39, 'FT': 2, 'G': 2, 'PI': 42}",caio,7,0.1
406,Rafael Navarro,105770,263,https://s.glbimg.com/es/sde/f/2020/07/20/893ac0fe6c55a42b91ef4744f6ca7d4b_FORMATO.png,4,4.53,Rafael Navarro Leal,-0.1,5,1.89,37,"{'CA': 1, 'DS': 6, 'FC': 6, 'FD': 4, 'FF': 2, 'FS': 7, 'G': 1, 'PI': 8}",rafael-navarro,7,-0.81
407,Franco,39656,282,https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png,26,1.69,Alan Steven Franco Palma,0.7,4,4.66,37,"{'CA': 1, 'DS': 29, 'FC': 38, 'FD': 4, 'FF': 6, 'FS': 16, 'FT': 1, 'G': 3, 'I': 1, 'PI': 79}",franco,6,-0.12
408,Matheus Bahia,97899,265,https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png,11,3.37,Matheus Bahia Santos,0.3,2,1.74,37,"{'A': 1, 'CA': 2, 'DS': 32, 'FC': 20, 'FD': 3, 'FF': 3, 'FS': 14, 'I': 2, 'PI': 79, 'SG': 2}",matheus-bahia,7,0.15
409,Matheus Alves,91712,290,https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg,0,0.0,Matheus Alves da Silva Cardoso,0.0,1,1.0,37,{},matheus-alves,6,0.0
410,Bruno Marques,105111,277,https://s.glbimg.com/es/sde/f/2020/03/09/00d433696e95850a16f0592920caea21_FORMATO.png,12,2.93,Bruno Henrique Marques Torres,-2.3,5,3.78,37,"{'CA': 1, 'DS': 11, 'FC': 18, 'FD': 5, 'FF': 4, 'FS': 10, 'G': 3, 'I': 3, 'PI': 15}",bruno-marques,7,-0.86
411,Victor Luis,86410,263,https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png,23,3.37,Victor Luis Chuab Zamblauskas,0.0,2,9.06,37,"{'A': 1, 'CA': 1, 'CV': 1, 'DS': 60, 'FC': 19, 'FD': 6, 'FF': 4, 'FS': 22, 'G': 2, 'PI': 193, 'PP': 1, 'SG': 3}",victor-luis,6,0.0
412,Ramon,103515,265,https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png,11,-0.37,Ramon Rodrigo de Carvalho,0.0,4,0.78,37,"{'CA': 3, 'DS': 7, 'FC': 13, 'FD': 1, 'FS': 9, 'PI': 43}",ramon,6,0.0
413,Caio Paulista,102318,266,https://s.glbimg.com/es/sde/f/2020/08/11/27269e07edef29d7ef1df8bb3900da5a_FORMATO.png,22,1.84,Caio Fernando de Oliveira,0.0,5,3.68,37,"{'A': 1, 'CA': 1, 'CV': 1, 'DS': 16, 'FC': 12, 'FD': 2, 'FF': 6, 'FS': 16, 'G': 3, 'I': 4, 'PI': 50}",caio-paulista,6,0.0
414,Carlos Eduardo,90416,292,https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png,0,0.0,Carlos Eduardo Soares Mota,0.0,1,2.0,37,{},carlos-eduardo,6,0.0
415,Miguel Figueira,102565,290,https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg,19,1.53,Miguel Ferreira Damasceno,3.1,4,2.34,37,"{'A': 1, 'CA': 3, 'DS': 19, 'FC': 29, 'FD': 2, 'FF': 7, 'FS': 25, 'FT': 1, 'G': 1, 'I': 1, 'PI': 54}",miguel-figueira,7,-0.02
416,Ygor Catatau,100977,267,https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png,14,1.36,Ygor de Oliveira Ferreira,-0.7,5,2.13,37,"{'A': 1, 'CA': 1, 'DS': 6, 'FC': 7, 'FD': 2, 'FF': 3, 'FS': 11, 'G': 1, 'I': 2, 'PI': 37}",ygor-catatau,6,-0.05
417,Natanael,107554,294,https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png,17,3.3,Natanael Moreira Milouski,0.0,2,2.69,37,"{'CV': 1, 'DS': 35, 'FC': 24, 'FD': 1, 'FF': 3, 'FS': 18, 'G': 1, 'I': 1, 'PI': 70, 'SG': 5}",natanael,6,0.0
418,Kannemann,87342,284,https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png,14,3.56,Walter Kannemann,10.4,3,10.79,37,"{'CA': 5, 'CV': 1, 'DS': 38, 'FC': 29, 'FD': 3, 'FF': 3, 'FS': 22, 'I': 1, 'PI': 53, 'SG': 6}",kannemann,6,1.74
419,Marcelo Rangel,82730,290,https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg,6,0.88,Marcelo Rangel da Rosa,10.7,1,2.48,37,"{'CA': 1, 'DD': 3, 'FS': 1, 'GS': 6, 'PI': 82, 'SG': 3}",marcelo-rangel,5,1.22
420,Matheus Teixeira,102907,265,https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png,0,0.0,Matheus Henrique Teixeira,0.0,1,1.0,37,{},matheus-teixeira,6,0.0
421,Thiago Andrade,109404,265,https://s.glbimg.com/es/sde/f/2021/01/04/088106b3bde8cb0db9be7889fd3c61fe_FORMATO.png,7,3.0,Thiago Eduardo de Andrade,-1.9,5,0.96,37,"{'CA': 2, 'DS': 10, 'FC': 4, 'FF': 7, 'FS': 11, 'G': 1, 'PI': 21}",thiago-andrade,6,-0.43
422,Morato,86227,280,https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png,18,0.29,Andrew Erik Feitosa,0.0,5,2.04,37,"{'CA': 1, 'CV': 1, 'DS': 12, 'FC': 19, 'FD': 5, 'FF': 10, 'FS': 11, 'I': 3, 'PI': 83}",morato,6,0.0
423,Derley,60791,356,https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png,8,-0.3,Wanderley de Jesus Sousa,0.0,4,2.34,37,"{'CA': 3, 'DS': 4, 'FC': 3, 'FF': 1, 'FS': 1, 'PI': 2}",derley,6,0.0
424,Maicon,38196,284,https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png,15,0.57,Maicon Thiago Pereira de Souza,0.0,4,3.13,37,"{'CA': 1, 'DS': 13, 'FC': 11, 'FD': 3, 'FF': 3, 'FS': 4, 'PI': 49}",maicon,6,0.0
425,Nathan Silva,95794,294,https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png,18,0.42,Nathanael Ananias da Silva,-0.3,4,1.82,37,"{'A': 1, 'CA': 9, 'DS': 32, 'FC': 41, 'FF': 8, 'FS': 13, 'G': 1, 'GC': 1, 'PI': 68}",nathan-silva,6,-0.24
426,Gabriel Pirani,110607,277,https://s.glbimg.com/es/sde/f/2020/11/14/08353344752fbeb7692e9eb14bbd734d_FORMATO.png,0,0.0,Gabriel Cordeiro Pirani,0.0,4,1.0,37,{},gabriel-pirani,6,0.0
427,Matheus Moraes,109560,277,https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png,0,0.0,Matheus Purcelo Blecha de Moraes,0.0,4,1.0,37,{},matheus-moraes,6,0.0
428,Luciano Juba,107093,292,https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png,18,2.29,Luciano Batista da Silva Junior,-0.1,2,2.6,37,"{'A': 2, 'CA': 1, 'DS': 20, 'FC': 10, 'FD': 1, 'FF': 2, 'FS': 1, 'FT': 2, 'PI': 112, 'SG': 4}",luciano-juba,6,-0.9
429,JoÑo Paulo Silveira,107453,356,https://s.glbimg.com/es/sde/f/2020/11/14/96c3922c9fd3203d80b8ec43ef6a23c0_FORMATO.png,0,0.0, JoÑo Paulo Silveira dos Santos,0.0,3,1.0,37,{},joao-paulo-silveira,6,0.0
430,Kaio,102563,290,https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg,0,0.0,Kaio Nunes Ferreira,0.0,4,3.0,37,{},kaio,6,0.0
431,Marcelo Alves,104050,267,https://s.glbimg.com/es/sde/f/2020/08/17/eb3ae31017de7743d4838a3e8d4412be_FORMATO.png,11,2.62,Marcelo Alves Santos,0.0,3,2.04,37,"{'CA': 2, 'DS': 18, 'FC': 10, 'FF': 1, 'FS': 4, 'PI': 30, 'SG': 4}",marcelo-alves,6,0.0
432,Paulo Victor,68873,284,https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png,10,4.79,Paulo Victor Mileo Vidotti,12.1,1,7.65,37,"{'A': 1, 'DD': 10, 'FS': 2, 'GS': 8, 'PI': 71, 'SG': 5}",paulo-victor,6,1.56
433,Uillian Correia,72007,280,https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png,7,-0.67,Uillian Correia Granemann,0.0,4,2.21,37,"{'CA': 1, 'DS': 1, 'FC': 8, 'FF': 1, 'PI': 5}",uillian-correia,6,0.0
434,Aderlan,88423,280,https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png,32,3.37,Aderlan de Lima Silva,5.2,2,9.88,37,"{'A': 1, 'CA': 5, 'DS': 103, 'FC': 62, 'FD': 5, 'FF': 14, 'FS': 30, 'I': 3, 'PI': 348, 'SG': 9}",aderlan,7,-0.16
435,PaulÑo,63172,356,https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png,29,1.85,Paulo Marcos de Jesus Ribeiro,2.9,3,3.6,37,"{'CA': 6, 'DS': 30, 'FC': 38, 'FD': 3, 'FF': 6, 'FS': 13, 'FT': 1, 'I': 3, 'PI': 118, 'SG': 10}",paulao,7,0.06
436,Breno,106083,290,https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg,24,1.59,Breno Washington Rodrigues da Silva,0.0,4,3.59,37,"{'CA': 8, 'CV': 1, 'DS': 65, 'FC': 52, 'FD': 3, 'FF': 6, 'FS': 31, 'FT': 1, 'PI': 67}",breno,7,0.0
437,Jean Pyerre,98832,284,https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png,17,4.38,Jean Pyerre Casagrande Silveira Correa,1.4,4,11.08,37,"{'A': 3, 'DS': 16, 'FC': 10, 'FD': 6, 'FF': 18, 'FS': 15, 'FT': 1, 'G': 4, 'I': 1, 'PI': 113, 'PP': 1}",jean-pyerre,6,0.22
438,LucÑo,106160,267,https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png,2,-2.2,Lucas Alexandre Galdino de Azevedo,0.0,1,0.76,37,"{'DD': 2, 'GS': 5, 'PI': 24}",lucao,6,0.0
439,Juan Ram°rez,97062,265,https://s.glbimg.com/es/sde/f/2020/11/09/553d2db14c27c2687128bf0290f0347b_FORMATO.png,8,3.12,Juan Pablo Ram°rez Vel†squez,0.0,5,3.78,37,"{'A': 1, 'CA': 2, 'DS': 5, 'FC': 14, 'FD': 2, 'FF': 5, 'FS': 16, 'G': 2, 'PI': 44}",juan-ramirez,5,0.0
440,Mariano,38877,282,https://s.glbimg.com/es/sde/f/2020/08/31/50061e6cc612276277686e788cb0ac4c_FORMATO.png,8,2.12,Mariano Ferreira Filho,0.0,2,6.79,37,"{'A': 1, 'CA': 2, 'DS': 19, 'FC': 10, 'FD': 1, 'FS': 7, 'PI': 77, 'SG': 1}",mariano,6,0.0
441,PedrÑo,107541,292,https://s.glbimg.com/es/sde/f/2020/08/03/ab4d9a5eefa053f8078426da8a7517ee_FORMATO.png,1,0.0,Pedro Henrique Nunes Silva,0.0,3,0.79,37,{},pedrao,6,-0.21
442,Iago Mendonáa,105278,290,https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png,9,2.42,Iago Pereira Mendonáa,4.5,3,1.93,37,"{'CA': 3, 'DS': 12, 'FC': 12, 'FD': 2, 'FF': 2, 'PI': 22, 'SG': 4}",iago-mendonca,6,-0.05
443,Abel Braga,40006,285,https://s.glbimg.com/es/sde/f/2020/11/10/0f92efccde1103a2d235bd9cb9fa4deb_FORMATO.png,17,3.73,Abel Carlos da Silva Braga,2.9,6,11.22,37,{},abel-braga,7,-0.24
444,J£lio CÇsar,49673,284,https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png,0,0.0,J£lio CÇsar Jacobi,0.0,1,4.0,37,{},julio-cesar,2,0.0
445,Bruno Cortez,72079,284,https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png,22,2.82,Bruno Cortàs Barbosa,0.0,2,8.74,37,"{'CA': 2, 'CV': 1, 'DS': 44, 'FC': 26, 'FD': 1, 'FF': 3, 'FS': 24, 'I': 2, 'PI': 144, 'SG': 8}",bruno-cortez,7,0.0
446,ãtalo,109395,292,https://s.glbimg.com/es/sde/f/2020/08/03/e97b986421d4e4f78f7277bb663147fc_FORMATO.png,0,0.0,Helber ãtalo dos Santos,0.0,4,1.0,37,{},italo,6,0.0
447,Heron,105339,290,https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg,22,1.17,Heron Crespo da Silva,6.1,3,2.12,37,"{'A': 1, 'CA': 7, 'DS': 21, 'FC': 22, 'FF': 3, 'FS': 13, 'I': 1, 'PI': 86, 'SG': 5}",heron,6,0.47
448,Thaciano,87470,284,https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png,23,2.03,Thaciano Mickael da Silva,7.3,4,6.03,37,"{'CA': 1, 'DS': 23, 'FC': 15, 'FD': 4, 'FF': 10, 'FS': 11, 'FT': 1, 'G': 2, 'I': 1, 'PI': 38}",thaciano,7,1.19
449,Luciano,80287,276,https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png,26,6.14,Luciano da Rocha Neves,-1.5,5,9.34,37,"{'A': 1, 'CA': 4, 'DS': 28, 'FC': 32, 'FD': 8, 'FF': 18, 'FS': 44, 'FT': 1, 'G': 15, 'I': 6, 'PI': 113, 'PP': 1}",luciano,7,-1.67
450,Rodrigo Muniz,107112,262,https://s.glbimg.com/es/sde/f/2020/11/20/9b79dad8501053b0a57fe5ff580c9d84_FORMATO.png,10,0.69,Rodrigo Muniz Carvalho,0.0,5,1.62,37,"{'CA': 1, 'DS': 1, 'FC': 8, 'FD': 1, 'FF': 1, 'FS': 8, 'G': 1, 'I': 3, 'PI': 6}",rodrigo-muniz,6,0.0
451,AndrÇ,107498,266,https://s.glbimg.com/es/sde/f/2020/08/11/8470af121134d1416824bede8711b287_FORMATO.png,10,0.22,AndrÇ Trindade da Costa Neto,0.0,4,0.79,37,"{'CA': 2, 'DS': 8, 'FC': 5, 'FS': 3, 'PI': 8}",andre,6,0.01
452,Cayo Ten¢rio,107367,267,https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png,13,2.56,Cayo Henrique Nascimento Ferreira,0.0,2,3.6,37,"{'A': 1, 'CA': 4, 'DS': 9, 'FC': 11, 'FD': 2, 'FF': 2, 'FS': 17, 'PI': 47, 'SG': 5}",cayo-tenorio,6,0.0
453,David Braz,50317,284,https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png,21,3.47,David Braz de Oliveira Filho,5.0,3,8.88,37,"{'CA': 2, 'CV': 1, 'DS': 39, 'FC': 15, 'FD': 2, 'FF': 5, 'FS': 7, 'FT': 1, 'G': 2, 'PI': 86, 'SG': 6}",david-braz,6,0.73
454,Ruan,104153,264,https://s.glbimg.com/es/sde/f/2020/08/18/46767ddb19cde394d78839a4e9182e63_FORMATO.png,4,0.77,Ruan de Oliveira Ferreira,0.0,4,1.22,37,"{'DS': 3, 'FC': 2, 'FF': 1, 'FS': 2, 'PI': 7}",ruan,5,0.0
455,Alisson,81845,284,https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png,22,4.43,Alisson Euler de Freitas Castro,0.0,4,10.38,37,"{'A': 4, 'CA': 3, 'DS': 26, 'FC': 27, 'FD': 18, 'FF': 24, 'FS': 65, 'FT': 1, 'G': 2, 'I': 6, 'PI': 185}",alisson,6,0.0
456,Luiz Henrique,109282,266,https://s.glbimg.com/es/sde/f/2020/08/11/4a5576c976d8d907bed2a36ae3e556bb_FORMATO.png,25,2.81,Luiz Henrique AndrÇ Rosa da Silva,6.5,5,4.12,37,"{'A': 3, 'CA': 1, 'DS': 41, 'FC': 20, 'FD': 3, 'FF': 11, 'FS': 15, 'G': 2, 'I': 5, 'PI': 67}",luiz-henrique,7,1.05
457,Yuri Alberto,100652,285,https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png,22,4.84,Yuri Alberto Monteiro da Silva,3.9,5,4.92,37,"{'A': 1, 'CA': 3, 'DS': 11, 'FC': 46, 'FD': 14, 'FF': 18, 'FS': 27, 'FT': 1, 'G': 10, 'I': 4, 'PI': 60}",yuri-alberto,7,-0.04
